Last Update,Coin,Ask L1 Price,Ask L2 Price,Ask L3 Price,Ask L4 Price,Ask L5 Price,Ask L6 Price,Ask L7 Price,Ask L8 Price,Ask L9 Price,Ask L10 Price,Ask L1 Size,Ask L2 Size,Ask L3 Size,Ask L4 Size,Ask L5 Size,Ask L6 Size,Ask L7 Size,Ask L8 Size,Ask L9 Size,Ask L10 Size,Ask L1 Cumulative BTC,Ask L2 Cumulative BTC,Ask L3 Cumulative BTC,Ask L4 Cumulative BTC,Ask L5 Cumulative BTC,Ask L6 Cumulative BTC,Ask L7 Cumulative BTC,Ask L8 Cumulative BTC,Ask L9 Cumulative BTC,Ask L10 Cumulative BTC,Bid L1 Price,Bid L2 Price,Bid L3 Price,Bid L4 Price,Bid L5 Price,Bid L6 Price,Bid L7 Price,Bid L8 Price,Bid L9 Price,Bid L10 Price,Bid L1 Size,Bid L2 Size,Bid L3 Size,Bid L4 Size,Bid L5 Size,Bid L6 Size,Bid L7 Size,Bid L8 Size,Bid L9 Size,Bid L10 Size,Bid L1 Cumulative BTC,Bid L2 Cumulative BTC,Bid L3 Cumulative BTC,Bid L4 Cumulative BTC,Bid L5 Cumulative BTC,Bid L6 Cumulative BTC,Bid L7 Cumulative BTC,Bid L8 Cumulative BTC,Bid L9 Cumulative BTC,Bid L10 Cumulative BTC,Mark Price,Oracle Price,Funding Rate,Open Interest,24h Volume,Trade Side,Trade Price,Trade Size
"2/3/2025, 9:46:09 AM",BTC,94019.0,94020.0,94022.0,94023.0,94024.0,94025.0,94026.0,94027.0,94030.0,94031.0,0.30262,4.4214,0.25755,0.21223,5.18213,0.57242,0.02116,5.45174,0.15985,0.38434,0.3026,4.7240,4.9816,5.1938,10.3759,10.9483,10.9695,16.4213,16.5811,16.9654,94013.0,94008.0,94007.0,94005.0,94004.0,94001.0,94000.0,93996.0,93995.0,93994.0,0.01,0.154,0.63,1.715,0.53213,0.5319,0.13173,0.01177,0.22646,0.71696,0.0100,0.1640,0.7940,2.5090,3.0411,3.5730,3.7048,3.7165,3.9430,4.6600,94008.0,93947.0,0.00001826,9747.66312,4653363589.42225933,,,
"2/3/2025, 9:46:10 AM",BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy (Bid),94019.0,0.00884
"2/3/2025, 9:46:09 AM",BTC,94019.0,94020.0,94021.0,94022.0,94024.0,94025.0,94026.0,94027.0,94030.0,94031.0,0.45,0.60054,0.0755,0.25755,4.95391,0.53179,0.44629,4.65354,0.15985,10.41946,0.4500,1.0505,1.1260,1.3836,6.3375,6.8693,7.3156,11.9691,12.1290,22.5484,94018.0,94016.0,94011.0,94008.0,94007.0,94005.0,94001.0,94000.0,93998.0,93996.0,1.22037,1.034,0.01,0.154,0.63,1.715,0.5319,0.31276,0.27356,4.56326,1.2204,2.2544,2.2644,2.4184,3.0484,4.7634,5.2953,5.6080,5.8816,10.4448,94008.0,93947.0,0.00001833,9747.6808,4653364420.03749943,,,
"2/3/2025, 9:46:10 AM",BTC,94020.0,94021.0,94022.0,94024.0,94025.0,94026.0,94027.0,94030.0,94031.0,94033.0,0.19003,1.56069,0.25755,4.88011,0.72869,0.02116,4.65354,0.15985,10.20723,2.63874,0.1900,1.7507,2.0083,6.8884,7.6171,7.6382,12.2918,12.4516,22.6589,25.2976,94019.0,94018.0,94017.0,94016.0,94015.0,94013.0,94011.0,94008.0,94007.0,94005.0,0.94208,1.51037,1.33,1.484,0.45,0.231,0.01,0.154,0.63,0.231,0.9421,2.4524,3.7824,5.2664,5.7165,5.9474,5.9574,6.1114,6.7414,6.9724,94008.0,93947.0,0.00001833,9747.6808,4653364420.03749943,,,
"2/3/2025, 9:46:11 AM",BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy (Bid),94020.0,0.02035
"2/3/2025, 9:46:10 AM",BTC,94020.0,94021.0,94022.0,94023.0,94024.0,94025.0,94026.0,94027.0,94029.0,94030.0,5.70032,0.15943,0.25755,0.15943,4.88011,0.53179,0.02116,4.65354,0.95653,0.37208,5.7003,5.8598,6.1173,6.2767,11.1568,11.6886,11.7098,16.3633,17.3199,17.6919,94019.0,94018.0,94016.0,94009.0,94007.0,94006.0,94005.0,94004.0,94002.0,94001.0,1.01293,1.96,0.154,0.03192,0.63,0.45,0.231,0.02732,0.88,0.5319,1.0129,2.9729,3.1269,3.1588,3.7888,4.2388,4.4698,4.4972,5.3772,5.9091,94015.0,93954.0,0.00001833,9747.7215,4653366332.14384937,,,
"2/3/2025, 9:46:11 AM",BTC,94020.0,94021.0,94022.0,94023.0,94024.0,94025.0,94026.0,94027.0,94029.0,94030.0,6.36641,0.15943,2.52157,0.15943,4.88011,0.76932,0.23339,4.65354,0.98845,0.19158,6.3664,6.5258,9.0474,9.2068,14.0870,14.8563,15.0897,19.7432,20.7317,20.9232,94019.0,94008.0,94007.0,94006.0,94005.0,94003.0,94002.0,94001.0,94000.0,93996.0,0.4375,0.03192,0.63,0.45,0.231,0.21223,0.88,0.154,0.13173,0.01177,0.4375,0.4694,1.0994,1.5494,1.7804,1.9927,2.8727,3.0267,3.1584,3.1702,94015.0,93954.0,0.00001833,9747.7215,4653366332.14384937,,,
"2/3/2025, 9:46:12 AM",BTC,94007.0,94008.0,94010.0,94014.0,94016.0,94019.0,94020.0,94022.0,94023.0,94024.0,0.7643,0.18048,0.02116,0.53183,4.23851,0.30011,0.74416,1.46582,0.63,5.07701,0.7643,0.9448,0.9659,1.4978,5.7363,6.0364,6.7805,8.2464,8.8764,13.9534,94006.0,94005.0,94004.0,94003.0,94002.0,94001.0,94000.0,93997.0,93996.0,93994.0,6.00841,1.015,0.871,0.03191,1.33,1.26381,0.3445,0.04063,0.01177,3.27344,6.0084,7.0234,7.8944,7.9263,9.2563,10.5201,10.8646,10.9053,10.9170,14.1905,94015.0,93954.0,0.00001833,9747.7215,4653366332.14384937,,,
"2/3/2025, 9:46:12 AM",BTC,94007.0,94008.0,94009.0,94017.0,94019.0,94020.0,94021.0,94022.0,94023.0,94024.0,0.11876,0.16216,0.55068,0.16216,0.29979,7.53947,0.15943,2.42345,0.15943,4.88011,0.1188,0.2809,0.8316,0.9938,1.2935,8.8330,8.9924,11.4159,11.5753,16.4554,94002.0,94001.0,94000.0,93996.0,93994.0,93992.0,93991.0,93990.0,93989.0,93988.0,0.88,0.154,0.1,0.01177,0.65732,0.21223,0.53196,0.48173,0.231,0.00033,0.8800,1.0340,1.1340,1.1458,1.8031,2.0153,2.5473,3.0290,3.2600,3.2603,94015.0,93954.0,0.00001833,9747.7215,4653366332.14384937,,,
"2/3/2025, 9:46:13 AM",BTC,94023.0,94024.0,94025.0,94028.0,94030.0,94031.0,94034.0,94036.0,94038.0,94039.0,0.1465,0.74607,0.09814,0.07282,0.011,0.17211,0.53172,0.29979,0.231,0.1969,0.1465,0.8926,0.9907,1.0635,1.0745,1.2466,1.7784,2.0781,2.3091,2.5060,94016.0,94013.0,94007.0,94006.0,94005.0,94004.0,94003.0,94002.0,94001.0,94000.0,0.03173,0.24324,0.35642,8.1574,1.13,1.77785,0.30772,6.40407,0.6859,0.46498,0.0317,0.2750,0.6314,8.7888,9.9188,11.6966,12.0044,18.4084,19.0943,19.5593,94015.0,93954.0,0.00001833,9747.7215,4653366332.14384937,,,
